url,code,zone,zone_id,date,title,author,description,address,image_url,documents,categories,latitude,longitude,votes
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7759,7759,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,17/12/2025,"Servicio de ""Cuidadores de personas mayores"" por horas  (Inadmitida)",,"En el barrio Delicias viven muchas personas mayores que no pueden costearse residencias privadas y tampoco acceden a las públicas por las eternas listas de espera. El ayuntamiento podría tener un servicio de cuidadores para asistir a nuestros ancianos un número limitado de horas semanales (suficientes para tareas como aseo, compras, limpieza,etc...) a precios subvencionados.
Esto permitiría que nuestros mayores pudieran seguir viviendo dignamente en el barrio.",,,[],[],41.6328484640631,-4.7262445284289925,0
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7719,7719,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,17/12/2025,Parque intergeneracional en la zona de  Arcas Reales,,"Parque intergeneracional  en la nueva zona de las Arcas Reales, con columpios infantiles, maquinas para personas mayores, bancos, zonas verdes...
Si existen parcelas municipales, se podria hacer en las zonas proximas al canal que hay por la parte trasera de quesos entepinares , esta muy sucia con el aumento de edificacion va a aumnetar su poblacion en los proximos años.",alrededores,,[],"['Medio Ambiente - Limpieza', 'Urbanismo', '""Deportes"" parques']",41.6204801701365,-4.731722474097978,9
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8381,8381,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,09/01/2026,AJARDINAMIENTO ENTRE CALLE TERESA DE CALCUTA Y BARTOLOMÉ DE LAS CASAS,,Ajardinar toda la zona entre Calle Teresa de Calcuta y Bartolomé de las casas. Actualmente solo hay una pequeña zona con césped y el resto es tierra.,,,[],['Medio ambiente y limpieza Urbanismo'],41.6355100402824,-4.72722530367696,0
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8495,8495,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,09/01/2026,Mejora del exterior del CIC Segundo Montes,Niños y niñas participantes en los proyectos socioeducativos del CIC Segundo Montes,"El exterior del Centro de Iniciativas Ciudadanas Segundo Montes está muy degradado con pintadas en las fachada y suciedad en el porche de entrada al centro.
Se propone que se limpie con agua a presión el suelo del porche y que se pinten las paredes exteriores del centro.",,,[],"['Medio Ambiente - Limpieza', 'Urbanismo']",41.6334952552714,-4.720352590083962,0
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7758,7758,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,17/12/2025,Renovar vestuarios de la piscina cubierta Canterac,,Los vestuarios son viejos y necesitan una renovación no sólo por razones estéticas sino también por motivos higiénicos.,,,[],['Deportes'],41.6337773489794,-4.717615408880988,4
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8214,8214,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,08/01/2026,Paso de peatones en calle albacete,,poner paso de peatones entre la calle albacete y algeciras,,,[],['Urbanismo'],41.6377783752221,-4.719889641201007,1
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7903,7903,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,27/12/2025,ARREGLO CALLE GERONA portales 1 y 3,,"Arreglo de la calle Gerona, sobre todo en el primer tramo, donde está la puerta de la comisaría, este tramo de la calle Gerona nunca se ha arreglado, las aceras están sin tocar desde 1975, tienen una capa de brea de la que ya no se usa en ninguna ciudad, en verano parece plastilina y está llena de bultos, sobre todo cerca de los portales núm. 1 y 3 y esto hace que las personas mayores de la zona se caigan. Además en la esquina de calle Gerona con calle Cavo Noval no hay acceso para minusválidos, ya que el bordillo en esta esquina no está rebajado lo que hace muy difícil el acceso a personas con movilidad reducida y hay varias que viven por la zona ya que hay bastante gente mayor.",,,[],[],41.6302435346359,-4.724164009094011,0
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7838,7838,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,20/12/2025,Murales en cuadros eléctricos,,"Al igual que he visto en otras zonas de Valladolid los cuadros eléctricos , están decorados y pintados con pequeños murales.
En calle Sevilla 34 tenemos una la cual está muy mal y afea mucho la calle, al igual que la puerta de cuarto eléctrico que hay detrás de ella( están siempre con mucha suciedad y papeles pegados) . Ya que tenemos que tenerla aquí , al menos que esté bonita.
Adjunto foto como ejemplo .",,https://www10.ava.es/presupuestosparticipativos/system/images/attachments/000/001/420/large/4de004687e3f2afc1bae619371328839f6480819.jpg,[],['Urbanismo'],41.642655663626,-4.717962741852034,5
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8365,8365,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,08/01/2026,ACONDICIONAMIENTO PARQUE INFANTIL,,"Acondicionamiento del parque infantil actualmente situado en el Pinar de Jalón, incluyendo la ampliación y mejora de las instalaciones (incorporación o sustitución de elementos de juego como toboganes y balancines, entre otros), con el fin de aumentar la capacidad y calidad de uso para los niños.
Asimismo, se solicita la instalación de una cubierta/sotechado que proteja la zona de juegos, dado que el parque se encuentra en un pinar con elevada presencia de aves, cuyos excrementos ensucian con frecuencia los elementos y el pavimento, dificultando su uso y mantenimiento.","Pinar de Jalon , junto calle Almanzor",,[],[],41.6164178188592,-4.716806709766047,9
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8146,8146,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,07/01/2026,Ensolado sendero Parque Canterac,,"La propuesta es ensolar de modo rústico (como se ha hecho en otros parques de la ciudad) el sendero que atraviesa el cesped del Parque Canterac y que a diario usan vecinos, paseantes y usuarios del Hospital Rio Hortega para recortar trayecto, lo que genera una incomodidad y suciedad para los viandantes y un visible impacto medioambiental que impide la regeneración del césped y una erosión cada vez mayor, que se objetiva en el sendero cada vez más ancho. El ensolado de este pequeño sendero de no más de 400 metros de largo,  evitaria el pisoteo indiscriminado de la vegetación y una mayor comodidad para los viandantes.",Parque Canterac,https://www10.ava.es/presupuestosparticipativos/system/images/attachments/000/001/568/large/4de004687e3f2afc1bae619371328839f6480819.JPG,"[{'url': 'https://www10.ava.es/presupuestosparticipativos/system/documents/attachments/000/000/295/original/d981ee863ed2194891364b9fc74d77be4bae7a36.pdf', 'title': 'Ejemplo posibles ensolados'}]","['Transportes y movilidad', 'Medio Ambiente - Limpieza', 'Urbanismo']",41.6350092942512,-4.716028869151955,3
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8003,8003,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,02/01/2026,Ensanchar acera y urbanizar calle Málaga,,Me gustaría que se ensanchase la acera de la calle Málaga entre la parada de bus y el paseo de San Isidro eliminando las plazas de aparcamiento en ese trozo. También que se urbanizarse si es terreno municipal el patio de luces  que hay allí y que siempre está con malas hierbas y basura.,,,[],"['Medio Ambiente - Limpieza', 'Urbanismo']",41.6443134449556,-4.714958667755013,1
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7928,7928,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,29/12/2025,Reforma Colegio Calderón de la Barca para espacio Joven,,"Crear en el colegio calderon de la Barca en calle Olmedoun espacio Joven y exclusibamente para esa actividad ,Incluso trasladando la biblioteca Municipal, asi liberando mas espacio en el centro civico.
El mal tratado  y avandonado barrio de as Delicias no cuenta con un espacio joven exclusivo, y no para otros colectivos,",Calle Olmedo 5,,[],"['Participación ciudadana - Asociaciones', 'Servicios sociales', 'Educación', 'Cultura']",41.6390089099451,-4.720368683338052,0
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7955,7955,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,30/12/2025,Centro cívico pinar de Jalón,,"Dado el gran número de niños y adolescentes de esta zona y las limitaciones de movilidad y acceso que tenemos a otras partes de Valladolid sería bueno para Pinar de Jalón tener una zona de encuentro, biblioteca, actividades... Por lo que la creación de un centro cívico en lo que actualmente es el antiguo Eroski podría ser una buena idea en beneficio de todos. También podría realizarse al otro lado de la VA 30, en la nueva fase de pinar de Jalón.",Es un antiguo Eroski supongo que propiedad todavía de esta compañía. Si no fuera posible en la nueva fase de pinar de Jalón,,[],[],41.6156231634009,-4.716825485229947,32
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8430,8430,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,09/01/2026,Huerto Urbano Comunitario,ASDE Exploradores de Castilla y León,"Se propone la creación de unhuerto urbano comunitarioen el barrio de Delicias, como espacio público destinado a la participación vecinal, la educación ambiental y el fomento de hábitos sostenibles. El proyecto busca recuperar y poner en valor un solar o zona verde municipal infrautilizada, transformándolo en un lugar de encuentro intergeneracional.
La actuación consistiría en la adecuación del terreno, instalación de bancales, sistema de riego eficiente, cerramiento vegetal, caseta de herramientas y mobiliario básico, así como la mejora de la accesibilidad. El huerto estaría concebido como un espacio de uso comunitario, abierto a asociaciones, centros educativos, colectivos juveniles y vecindad del barrio.
Este huerto urbano contribuirá a mejorar la calidad ambiental y social de la zona, promoviendo la educación ecológica, el consumo responsable y la cohesión comunitaria, además de generar un entorno verde que favorezca la salud, el cuidado del espacio público y la participación ciudadana.",,https://www10.ava.es/presupuestosparticipativos/system/images/attachments/000/001/654/large/4de004687e3f2afc1bae619371328839f6480819.jpg,[],"['Participación ciudadana - Asociaciones', 'Medio Ambiente - Limpieza', 'Educación']",,,10
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8178,8178,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,08/01/2026,Creación Aceras Avenida Madrid desde Edificio Madrid hasta San Agustín,,"En cuanto acaba Arco de Ladrillo en el edificio Madrid, se acaban las aceras y el paso del viaducto y la vía de servicio no están adecuadas al paso de peatones.
Esto ocurre en ambos lados de la Avenida Madrid. Ahora que no existe la vía de Ariza, el viaducto deja de tener sentido y debería desaparecer. Pero al menos, en lo que desaparece, se podrían crear aceras a ambos lados de la carretera: vía de servicio en dirección salida, y sentido de entrada.
- En el caso de salida, la vía de servicio tiene una gran afluencia debido al Puppy Park, y es cuestión de tiempo que se produzcan atropellos en la zona, porque no está adecuada al paso de personas.
- En el caso de entrada además, debería habilitarse correctamente una zona de parada para el bus que realiza la línea Laguna - Valladolid, ya que el autobus para en una zona no asfaltada con cierto desnivel y que genera un peligro para los viajeros y para los coches que entran.
No sé, si todo esto está contemplado ya en una obra mayor que englobe la rotonta de San Agustín, la entrada por la Avenida Madrid y la retirada del viaducto sobre la vía de Ariza, pero entiendo que la parte de las aceras debería arreglarse lo antes posible para evitar accidentes.

Quiero participar en la mesa de zona de mi propuesta.",Avenida Madrid (Edificio Madrid - Rotonda San Agustín),,[],['Urbanismo'],41.6199830377836,-4.726376831531979,18
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7554,7554,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,09/12/2025,Arreglos en la Piscina Cubierta de Canterac,,"Mi propuesta es el arreglo integral de la Piscina Cubierta de Canterac. Es necesario , dada su antigüedad y lo poco que se ha invertido en ella , que se solucionen varios aspectos como son :
- Instalar una rampa de acceso a la pileta ya que actualmente no hay y supone un inconveniente para la gente que lo necesita. Además se daría accesibilidad a la piscina a todo tipo de usuarios sin necesidad de utilizar una grua para poder acceder al agua.
- Instalar un desagüe en el suelo de los vestuarios que no lo tienen para evitar el encharcamiento en dichos espacios. Mejorar también las ventanas y la correcta ventilación en ellos.
- Mejorar las duchas de los vestuarios, actualizando la grifería y aspecto general.
- Ampliar el número de calles en la piscina ya que actualmente sólo hay 6 y es insuficiente para el número de usuarios que acudimos. Se comparte el espacio con cursillos variados y equipos de natación entrenando.
- Recuperar el espacio de gimnasio que hay junto a la piscina para poder utilizarlo.
- Valorar el aprovechamiento del espacio exterior que hay junto al Polideportivo Canterac y que actualmente está en desuso. Tal vez se podría instalar material deportivo para la práctica de ejercicios rehabilitadores  para usuarios adultos , tipo bicicletas estáticas , ruedas giratorias , balancines....
Quiero participar en la mesa de zona de mi propuesta.",,,[],['Deportes'],41.6342159442657,-4.717791080474967,5
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8288,8288,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,08/01/2026,Arreglar Calle Zapadores,,"Se pide el arreglo de la Calle Zapadores, debido a posibles caídas de los viandantes.",Calle ZAPADORES,,[],['Urbanismo'],41.6329162910351,-4.731468203827035,3
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7704,7704,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,17/12/2025,Apertura del centro de la calle del trabajo (Inadmitida),,Apertura del cdentro de la calle del trabajo,calle del trabajo,,[],['Salud y consumo - Animales'],,,1
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7571,7571,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,10/12/2025,Nuevo Centro de Salud Ariza-Cuarteles (Inadmitida),,Se necesita nuevo centro de Salúd para la nueva zona de cuarteles-Ciudad de la comunicación ante la inmensa crecida de usuarios y para desbloquear el centro de delicias.,,,[],['Nuevo centro de salud Ariza-Cuarteles'],,,10
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8284,8284,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,08/01/2026,Kilometrín en Pinar de Jalón,,Mi propuesta consiste en la implementación de un kilometrín en el nuevo parque de Pinar de Jalón.,,,[],['Deportes'],41.6156989988263,-4.716696739197005,5
https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7616,7616,"1. Zona Este 1: Delicias, Nuevo Hospital, Pinar de Jalón, Polígono San Cristóbal, Polígono Argales",1,14/12/2025,Bandas reductoras de velocidad (badenes) en Pinar de Jalón,,"Instalación de bandas reductoras de velocidad (badenes) en todas las entradas a la rotonda de la confluencia de las calles Kilimanjaro, Peñalara y Aneto, así colo también a lo largo de la calle Kilimanjaro desde la mencionada rotonda hasta la rotonda con la calle Galana en ambas direcciones, igualmente a lo largo de toda la calle Aneto.
Ya ha habido varios sustos y algún accidente.",,https://www10.ava.es/presupuestosparticipativos/system/images/attachments/000/001/349/large/4de004687e3f2afc1bae619371328839f6480819.jpg,[],['Seguridad Vial'],41.6169096190873,-4.718809344522015,10
